"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Arunachal Pradesh","Siang","2022-08-19","2022","08","1.862725638","NRSC VIC MODEL"
"Arunachal Pradesh","Siang","2022-08-20","2022","08","6.639175773","NRSC VIC MODEL"
"Arunachal Pradesh","Siang","2022-08-21","2022","08","7.5140839232","NRSC VIC MODEL"
"Arunachal Pradesh","Siang","2022-08-22","2022","08","6.0093431371","NRSC VIC MODEL"
"Arunachal Pradesh","Siang","2022-08-23","2022","08","1.4507425906","NRSC VIC MODEL"
"Arunachal Pradesh","Siang","2022-08-24","2022","08","4.0923838075","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-25","2022","08","1.811027467","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-26","2022","08","0.8644622472","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-27","2022","08","0.9668349584","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-28","2022","08","1.2627507208","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-29","2022","08","1.8372604294","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-30","2022","08","1.2100078397","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-31","2022","08","0.6468506315","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-01","2022","08","1.5367241404","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-02","2022","08","1.9242090268","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-03","2022","08","1.6520065551","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-04","2022","08","2.415577228","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-05","2022","08","1.3877384772","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-06","2022","08","1.2191576001","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-07","2022","08","1.6567078973","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-08","2022","08","2.3389792967","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-09","2022","08","2.2238944438","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-10","2022","08","1.1353752048","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-11","2022","08","2.8698853978","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-12","2022","08","1.5848059609","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-13","2022","08","0.9662635116","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-14","2022","08","2.4235329882","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-15","2022","08","1.3301032665","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-16","2022","08","1.7105514332","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-17","2022","08","1.0857936243","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-18","2022","08","1.7677232274","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-19","2022","08","1.8862255816","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-20","2022","08","2.1764991701","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-21","2022","08","2.5890638205","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-22","2022","08","1.8462727992","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-24","2022","08","1.1832362267","NRSC VIC MODEL"
"Arunachal Pradesh","Tawang","2022-08-23","2022","08","1.565917217","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-25","2022","08","3.4684689933","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-26","2022","08","4.8892597281","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-27","2022","08","4.5532503652","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-28","2022","08","3.1300333602","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-29","2022","08","4.4734071672","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-30","2022","08","3.2432440622","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-31","2022","08","4.2774874815","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-01","2022","08","3.9289835028","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-02","2022","08","4.7082515324","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-03","2022","08","4.6310360112","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-04","2022","08","5.4287805303","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-05","2022","08","3.9548731908","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-06","2022","08","4.7179558686","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-07","2022","08","4.8056297762","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-08","2022","08","5.0126349408","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-09","2022","08","5.4228782243","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-10","2022","08","4.273009235","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-11","2022","08","4.8611497619","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-12","2022","08","4.4638450907","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-13","2022","08","3.3250739346","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-14","2022","08","5.1016658732","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-15","2022","08","4.1055672522","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-16","2022","08","4.4589916028","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-17","2022","08","4.4124926901","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-18","2022","08","4.4467934065","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-19","2022","08","4.1386782775","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-20","2022","08","5.7012633989","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-21","2022","08","5.6208901868","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-22","2022","08","5.6142035484","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-23","2022","08","3.6028749943","NRSC VIC MODEL"
"Arunachal Pradesh","Tirap","2022-08-24","2022","08","5.0791862397","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-25","2022","08","1.7341735381","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-26","2022","08","3.9038474067","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-27","2022","08","3.201834923","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-28","2022","08","2.4871315798","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-29","2022","08","4.3253257543","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-30","2022","08","3.4297878806","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-31","2022","08","3.025028433","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-01","2022","08","3.7840091267","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-02","2022","08","4.4719784332","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-03","2022","08","4.0458228384","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-04","2022","08","4.7188051782","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-05","2022","08","2.4758468675","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-06","2022","08","3.5582408258","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-07","2022","08","3.9687201167","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-08","2022","08","5.716950024","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-09","2022","08","4.2456080519","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-10","2022","08","4.062073433","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-11","2022","08","4.3355066661","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-12","2022","08","3.6160958961","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-13","2022","08","2.7623615495","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-14","2022","08","4.1761889054","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-15","2022","08","3.6948502848","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-16","2022","08","3.7135499078","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-17","2022","08","2.9663931402","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-18","2022","08","3.2249554196","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-19","2022","08","2.9228781104","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-20","2022","08","4.5740677213","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-21","2022","08","5.3397581245","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-22","2022","08","4.4110842004","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-23","2022","08","2.5345623786","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Siang","2022-08-24","2022","08","3.2013549564","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-25","2022","08","2.8721901215","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-26","2022","08","3.3037401617","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-27","2022","08","4.0828714984","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-28","2022","08","2.4147724961","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-29","2022","08","4.4674343021","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-30","2022","08","3.4924534148","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-31","2022","08","3.0445133464","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-01","2022","08","4.3904211192","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-02","2022","08","3.8992965679","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-03","2022","08","3.6343866525","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-04","2022","08","4.7330342286","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-05","2022","08","2.4621417699","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-06","2022","08","2.9711406454","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-07","2022","08","3.4458199497","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-08","2022","08","3.8596461798","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-09","2022","08","5.4362453459","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-10","2022","08","4.5959371268","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-11","2022","08","4.2664155717","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-12","2022","08","3.195066892","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-13","2022","08","2.1821546133","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-14","2022","08","5.0891920264","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-15","2022","08","2.5092365434","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-16","2022","08","4.7304209931","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-17","2022","08","2.6331039476","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-18","2022","08","3.7332515002","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-19","2022","08","2.8306752351","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-20","2022","08","4.5505022704","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-21","2022","08","5.7142445812","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-22","2022","08","5.8550662459","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-24","2022","08","4.9536568864","NRSC VIC MODEL"
"Arunachal Pradesh","Upper Subansiri","2022-08-23","2022","08","2.969790904","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-25","2022","08","3.6514413959","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-26","2022","08","1.7577757064","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-27","2022","08","2.6292932743","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-28","2022","08","3.9841077015","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-29","2022","08","4.0460291165","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-30","2022","08","3.4099165462","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-31","2022","08","1.3943624931","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-01","2022","08","3.2840104215","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-02","2022","08","4.7503912737","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-03","2022","08","3.8122108982","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-04","2022","08","4.5161591266","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-05","2022","08","3.1614346332","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-06","2022","08","2.6405794907","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-07","2022","08","4.0385550851","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-08","2022","08","3.6107441094","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-09","2022","08","3.4954293556","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-10","2022","08","2.5759083514","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-11","2022","08","5.4688637921","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-12","2022","08","3.5950269342","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-13","2022","08","2.5139676041","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-14","2022","08","3.0959445831","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-15","2022","08","5.5466696476","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-16","2022","08","3.3527776787","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-17","2022","08","2.9862766551","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-18","2022","08","2.8456231452","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-19","2022","08","2.8052630073","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-20","2022","08","4.8127560935","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-21","2022","08","5.0858730471","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-22","2022","08","5.1834712337","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-23","2022","08","3.404563811","NRSC VIC MODEL"
"Arunachal Pradesh","West Kameng","2022-08-24","2022","08","4.8291156381","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-25","2022","08","1.9733142713","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-26","2022","08","5.3757552997","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-27","2022","08","5.5944486005","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-28","2022","08","3.5217544632","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-29","2022","08","6.2461321834","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-30","2022","08","4.9241541363","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-31","2022","08","3.9048406183","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-01","2022","08","5.7610944187","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-02","2022","08","4.9677675508","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-03","2022","08","4.1583205054","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-04","2022","08","4.631915052","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-05","2022","08","2.8277557021","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-06","2022","08","3.8163076607","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-07","2022","08","3.9999189785","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-08","2022","08","3.9017400862","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-09","2022","08","6.2227915724","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-10","2022","08","3.2595714848","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-11","2022","08","4.4414220328","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-12","2022","08","2.9988823153","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-13","2022","08","2.1160693012","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-14","2022","08","4.858731314","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-15","2022","08","2.1819515893","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-16","2022","08","6.6482017057","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-17","2022","08","2.983623945","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-18","2022","08","2.9183292201","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-19","2022","08","2.2610693119","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-20","2022","08","6.6480938741","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-21","2022","08","7.7155882688","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-22","2022","08","7.5572604739","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-23","2022","08","2.1770210042","NRSC VIC MODEL"
"Arunachal Pradesh","West Siang","2022-08-24","2022","08","4.9897088733","NRSC VIC MODEL"
"Assam","Baksa","2022-08-25","2022","08","3.3963063177","NRSC VIC MODEL"
"Assam","Baksa","2022-08-26","2022","08","3.1900958905","NRSC VIC MODEL"
"Assam","Baksa","2022-08-27","2022","08","2.7110947143","NRSC VIC MODEL"
"Assam","Baksa","2022-08-28","2022","08","2.999325128","NRSC VIC MODEL"
"Assam","Baksa","2022-08-29","2022","08","3.0514473923","NRSC VIC MODEL"
"Assam","Baksa","2022-08-30","2022","08","2.9880830403","NRSC VIC MODEL"
"Assam","Baksa","2022-08-31","2022","08","2.1970382455","NRSC VIC MODEL"
"Assam","Baksa","2022-08-01","2022","08","3.5364286747","NRSC VIC MODEL"
"Assam","Baksa","2022-08-02","2022","08","3.8471615633","NRSC VIC MODEL"
"Assam","Baksa","2022-08-03","2022","08","3.382689842","NRSC VIC MODEL"
"Assam","Baksa","2022-08-04","2022","08","3.7228565519","NRSC VIC MODEL"
"Assam","Baksa","2022-08-05","2022","08","3.7145101956","NRSC VIC MODEL"
"Assam","Baksa","2022-08-06","2022","08","3.7324516067","NRSC VIC MODEL"
"Assam","Baksa","2022-08-07","2022","08","4.0754427184","NRSC VIC MODEL"
"Assam","Baksa","2022-08-08","2022","08","3.6950087076","NRSC VIC MODEL"
"Assam","Baksa","2022-08-09","2022","08","3.4881423024","NRSC VIC MODEL"
"Assam","Baksa","2022-08-10","2022","08","2.9423801499","NRSC VIC MODEL"
"Assam","Baksa","2022-08-11","2022","08","4.8259425028","NRSC VIC MODEL"
"Assam","Baksa","2022-08-12","2022","08","4.1507236083","NRSC VIC MODEL"
"Assam","Baksa","2022-08-13","2022","08","3.4196540063","NRSC VIC MODEL"
"Assam","Baksa","2022-08-14","2022","08","3.3173693041","NRSC VIC MODEL"
"Assam","Baksa","2022-08-15","2022","08","4.4669711201","NRSC VIC MODEL"
"Assam","Baksa","2022-08-16","2022","08","3.9106264625","NRSC VIC MODEL"
"Assam","Baksa","2022-08-17","2022","08","3.9600345121","NRSC VIC MODEL"
"Assam","Baksa","2022-08-18","2022","08","3.9546423996","NRSC VIC MODEL"
"Assam","Baksa","2022-08-19","2022","08","3.286916545","NRSC VIC MODEL"
"Assam","Baksa","2022-08-20","2022","08","4.3513092407","NRSC VIC MODEL"
"Assam","Baksa","2022-08-21","2022","08","3.6771728354","NRSC VIC MODEL"
"Assam","Baksa","2022-08-22","2022","08","3.6172438416","NRSC VIC MODEL"
"Assam","Baksa","2022-08-23","2022","08","3.2040324415","NRSC VIC MODEL"
"Assam","Baksa","2022-08-24","2022","08","4.0272735197","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-25","2022","08","3.6475260675","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-26","2022","08","4.1147596676","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-27","2022","08","2.8978054848","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-28","2022","08","3.165870274","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-29","2022","08","3.3834122008","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-30","2022","08","3.1542405099","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-31","2022","08","3.1738738185","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-01","2022","08","3.9420044374","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-02","2022","08","4.4879956688","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-03","2022","08","4.3463951931","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-04","2022","08","3.8648040148","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-05","2022","08","4.7513002603","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-06","2022","08","4.9118078525","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-07","2022","08","5.2435375105","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-08","2022","08","4.5177108194","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-09","2022","08","4.1323373899","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-10","2022","08","3.3749635413","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-11","2022","08","5.1069718444","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-12","2022","08","4.9888372086","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-13","2022","08","3.7833025817","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-14","2022","08","3.7787187751","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-15","2022","08","4.385103875","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-16","2022","08","4.4350906277","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-17","2022","08","4.0963337952","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-18","2022","08","4.5283344202","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-19","2022","08","3.7499657012","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-20","2022","08","4.8737062787","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-21","2022","08","3.9965063975","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-22","2022","08","4.7390905035","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-23","2022","08","3.8500962079","NRSC VIC MODEL"
"Assam","Barpeta","2022-08-24","2022","08","4.3919852316","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-25","2022","08","3.9593670593","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-26","2022","08","4.3683638712","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-27","2022","08","3.02362719","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-28","2022","08","3.5309287398","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-29","2022","08","4.6894829956","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-30","2022","08","3.9178333494","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-31","2022","08","3.2476560861","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-01","2022","08","4.2744945274","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-02","2022","08","4.4334083188","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-03","2022","08","4.4229402539","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-04","2022","08","5.4818373725","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-05","2022","08","3.7137382014","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-06","2022","08","4.4306767962","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-07","2022","08","5.2848324273","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-08","2022","08","4.850407896","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-09","2022","08","4.7871716488","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-10","2022","08","3.8423511331","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-11","2022","08","5.2312861334","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-12","2022","08","5.1207659449","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-13","2022","08","3.4161703321","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-14","2022","08","4.7707860605","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-15","2022","08","5.6918142703","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-16","2022","08","4.7822989253","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-17","2022","08","4.7363079026","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-18","2022","08","5.008286899","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-19","2022","08","4.3951144028","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-20","2022","08","5.5375111086","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-21","2022","08","5.2360672836","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-22","2022","08","4.4945739646","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-23","2022","08","3.9930565414","NRSC VIC MODEL"
"Assam","Biswanath","2022-08-24","2022","08","5.3944233173","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-25","2022","08","3.7469735088","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-26","2022","08","3.9773984196","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-27","2022","08","3.2175674211","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-28","2022","08","3.5366358007","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-29","2022","08","3.3564476146","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-30","2022","08","3.6808048426","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-31","2022","08","3.943082174","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-01","2022","08","4.2978819429","NRSC VIC MODEL"
