"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Uttar Pradesh","Kannauj","2022-08-04","2022","08","4.7915533527","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-05","2022","08","5.3282447771","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-06","2022","08","5.3329213458","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-07","2022","08","4.8439835532","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-08","2022","08","4.9666306893","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-09","2022","08","4.7088744704","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-10","2022","08","4.5926831124","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-11","2022","08","4.3764080759","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-12","2022","08","4.3853690055","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-13","2022","08","4.9994401825","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-14","2022","08","3.9103778698","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-15","2022","08","4.0488370799","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-16","2022","08","4.3467096343","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-17","2022","08","4.7319908838","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-18","2022","08","5.1154327311","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-19","2022","08","4.3989565944","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-20","2022","08","5.2000648768","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-21","2022","08","5.167598302","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-22","2022","08","5.0908817458","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-23","2022","08","4.6182290013","NRSC VIC MODEL"
"Uttar Pradesh","Kannauj","2022-08-24","2022","08","4.0213682268","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-25","2022","08","3.6877900591","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-26","2022","08","3.7529895219","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-27","2022","08","4.1195036834","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-28","2022","08","3.5612116015","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-29","2022","08","3.4210203641","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-30","2022","08","3.6664693402","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-31","2022","08","3.7122316123","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-01","2022","08","3.9484497836","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-02","2022","08","3.3642370529","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-03","2022","08","3.5606262627","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-04","2022","08","3.8236050127","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-05","2022","08","3.8393221939","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-06","2022","08","4.2856059831","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-07","2022","08","3.8633187741","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-08","2022","08","3.8231759485","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-09","2022","08","3.8399383866","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-10","2022","08","3.9157467281","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-11","2022","08","3.5344374361","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-12","2022","08","3.8108224436","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-13","2022","08","3.7100104034","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-14","2022","08","3.2590190175","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-15","2022","08","3.033396191","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-16","2022","08","3.7646401078","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-17","2022","08","4.2300134693","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-18","2022","08","4.0123129227","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-19","2022","08","3.4785577567","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-20","2022","08","4.7915292157","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-21","2022","08","4.7624471992","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-22","2022","08","4.8827628689","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-23","2022","08","4.1398986348","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Dehat","2022-08-24","2022","08","3.5882061048","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-25","2022","08","3.6754465835","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-26","2022","08","3.9222225066","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-27","2022","08","4.1686438324","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-28","2022","08","3.5627448237","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-29","2022","08","3.6590339848","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-30","2022","08","3.8247407354","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-31","2022","08","4.5074346156","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-01","2022","08","4.1265998174","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-02","2022","08","3.4279443734","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-03","2022","08","3.6257910881","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-04","2022","08","3.8264989311","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-05","2022","08","3.5894794644","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-06","2022","08","5.0708569333","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-07","2022","08","3.5321108486","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-08","2022","08","3.7576312223","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-09","2022","08","3.6041592559","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-10","2022","08","3.2923947545","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-11","2022","08","2.8004063915","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-12","2022","08","2.9995034728","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-13","2022","08","2.8612496426","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-14","2022","08","3.7807149284","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-15","2022","08","2.7972799636","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-16","2022","08","3.471047384","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-17","2022","08","3.3163028162","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-18","2022","08","3.4361094592","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-19","2022","08","2.9013781754","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-20","2022","08","5.0421997083","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-21","2022","08","4.7543739431","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-22","2022","08","4.8904798732","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-23","2022","08","4.2183048952","NRSC VIC MODEL"
"Uttar Pradesh","Kanpur Nagar","2022-08-24","2022","08","3.7131864083","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-25","2022","08","3.1561998203","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-26","2022","08","4.0340287161","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-27","2022","08","3.9625932714","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-28","2022","08","3.6950450486","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-29","2022","08","3.2370799651","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-30","2022","08","3.221871982","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-31","2022","08","3.4491823711","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-01","2022","08","4.4646181763","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-02","2022","08","4.6096183696","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-03","2022","08","4.696868697","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-04","2022","08","4.1085539153","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-05","2022","08","4.5374933127","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-06","2022","08","5.526758242","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-07","2022","08","3.9843710057","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-08","2022","08","5.7408271896","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-09","2022","08","5.2383668748","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-10","2022","08","4.6036585864","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-11","2022","08","4.731485434","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-12","2022","08","4.9763422227","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-13","2022","08","5.0737650561","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-14","2022","08","4.2174821111","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-15","2022","08","4.0830277726","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-16","2022","08","3.6831690642","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-17","2022","08","3.9951906356","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-18","2022","08","4.3957755043","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-19","2022","08","3.783811684","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-20","2022","08","4.3510830582","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-21","2022","08","3.6647553399","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-22","2022","08","5.1104330551","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-23","2022","08","3.4167596635","NRSC VIC MODEL"
"Uttar Pradesh","Kasganj","2022-08-24","2022","08","3.1326047682","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-25","2022","08","3.355630828","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-26","2022","08","4.743591807","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-27","2022","08","3.6146462742","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-28","2022","08","3.7874118023","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-29","2022","08","3.6601365407","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-30","2022","08","4.2212613912","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-31","2022","08","4.0135241887","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-01","2022","08","4.6717254321","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-02","2022","08","4.2205180413","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-03","2022","08","4.7139819095","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-04","2022","08","4.3479468184","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-05","2022","08","4.976575031","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-06","2022","08","5.1295151725","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-07","2022","08","4.5526704755","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-08","2022","08","4.8218618806","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-09","2022","08","4.4013289947","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-10","2022","08","4.2947207439","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-11","2022","08","3.5460544363","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-12","2022","08","4.3296714697","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-13","2022","08","3.7512543036","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-14","2022","08","3.8850936246","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-15","2022","08","3.281342521","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-16","2022","08","3.953618207","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-17","2022","08","4.6877195354","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-18","2022","08","4.3300073109","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-19","2022","08","3.687955464","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-20","2022","08","4.8392575531","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-21","2022","08","4.3922954727","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-22","2022","08","4.9073841437","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-24","2022","08","4.2204080117","NRSC VIC MODEL"
"Uttar Pradesh","Kaushambi","2022-08-23","2022","08","4.7711702667","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-25","2022","08","5.2029960825","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-26","2022","08","4.7813137649","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-27","2022","08","4.9297251248","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-28","2022","08","4.3070624973","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-29","2022","08","4.3740216934","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-30","2022","08","5.0903594061","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-31","2022","08","4.5698994259","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-01","2022","08","4.9193104017","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-02","2022","08","4.7666655203","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-03","2022","08","5.1636306228","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-04","2022","08","4.7285273021","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-05","2022","08","5.2399198962","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-06","2022","08","5.4915437145","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-07","2022","08","5.3621345771","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-08","2022","08","5.5122235873","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-09","2022","08","5.0027833669","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-10","2022","08","4.8395430124","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-11","2022","08","4.6115575182","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-12","2022","08","4.6835929112","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-13","2022","08","5.2245782252","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-14","2022","08","4.4446731025","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-15","2022","08","4.6021279445","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-16","2022","08","4.031936794","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-17","2022","08","5.0117642153","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-18","2022","08","4.8759575958","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-19","2022","08","4.3571060063","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-20","2022","08","5.6853312744","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-21","2022","08","4.5360719454","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-22","2022","08","4.668634952","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-23","2022","08","5.109094809","NRSC VIC MODEL"
"Uttar Pradesh","Kheri","2022-08-24","2022","08","4.3591519839","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-25","2022","08","3.2060931078","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-26","2022","08","3.2218842712","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-27","2022","08","2.4075714621","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-28","2022","08","4.0882555556","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-29","2022","08","5.1930595414","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-30","2022","08","4.8957908707","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-31","2022","08","4.0399479672","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-01","2022","08","4.7952170101","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-02","2022","08","4.2405478106","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-03","2022","08","4.9279011085","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-04","2022","08","4.5175579282","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-05","2022","08","4.5903398551","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-06","2022","08","4.7700153385","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-07","2022","08","4.730401283","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-08","2022","08","4.6675103299","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-09","2022","08","3.7765924637","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-10","2022","08","3.9028723885","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-11","2022","08","3.4429510547","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-12","2022","08","4.0452319035","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-13","2022","08","4.1031108497","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-14","2022","08","3.282575905","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-15","2022","08","3.810203945","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-16","2022","08","3.9864102103","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-17","2022","08","4.0395019708","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-18","2022","08","3.8006000928","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-19","2022","08","3.114128994","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-20","2022","08","4.4976919816","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-21","2022","08","3.0133316044","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-22","2022","08","5.4393161006","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-23","2022","08","3.6772056761","NRSC VIC MODEL"
"Uttar Pradesh","Kushi Nagar","2022-08-24","2022","08","3.0665786734","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-25","2022","08","4.0349286191","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-26","2022","08","4.3940504619","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-27","2022","08","4.0048756683","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-28","2022","08","4.2634192839","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-29","2022","08","3.2295482144","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-30","2022","08","4.8656632859","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-31","2022","08","4.4694704845","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-01","2022","08","5.3822999633","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-02","2022","08","5.0536671686","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-03","2022","08","4.0406057253","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-04","2022","08","4.8966948467","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-05","2022","08","4.9694675734","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-06","2022","08","5.0885584938","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-07","2022","08","4.8313141298","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-08","2022","08","5.5079218891","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-09","2022","08","5.1866748925","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-10","2022","08","4.204734106","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-11","2022","08","3.7554840241","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-12","2022","08","4.7305324608","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-13","2022","08","4.5248855641","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-14","2022","08","3.7100532032","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-15","2022","08","4.2957230466","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-16","2022","08","4.8454149328","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-17","2022","08","5.2702687791","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-18","2022","08","5.0270046135","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-19","2022","08","3.9262164433","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-20","2022","08","2.5900618306","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-21","2022","08","3.1181853439","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-22","2022","08","3.2943938679","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-23","2022","08","4.4582106611","NRSC VIC MODEL"
"Uttar Pradesh","Lalitpur","2022-08-24","2022","08","4.8119007817","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-25","2022","08","4.089135627","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-26","2022","08","4.4051126472","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-27","2022","08","4.3957888178","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-28","2022","08","3.7128893919","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-29","2022","08","3.9632221588","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-30","2022","08","4.0385697917","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-31","2022","08","4.0457419067","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-01","2022","08","4.8428416921","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-02","2022","08","3.9545471585","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-03","2022","08","4.6856268569","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-04","2022","08","4.5706223425","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-05","2022","08","5.3909848008","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-06","2022","08","4.6375438419","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-07","2022","08","4.8814211335","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-08","2022","08","4.7067180529","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-09","2022","08","4.7948270365","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-10","2022","08","4.5084909718","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-11","2022","08","3.9518897345","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-12","2022","08","4.3131139265","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-13","2022","08","4.1823611973","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-14","2022","08","3.8005008116","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-15","2022","08","3.0845097235","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-16","2022","08","3.2619119935","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-17","2022","08","4.0112975265","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-18","2022","08","3.8147143642","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-19","2022","08","3.0616885873","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-20","2022","08","5.1146663691","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-21","2022","08","4.1110765173","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-22","2022","08","4.4852792609","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-23","2022","08","4.1618973648","NRSC VIC MODEL"
"Uttar Pradesh","Lucknow","2022-08-24","2022","08","4.2497477433","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-25","2022","08","4.5973628527","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-26","2022","08","5.2892209402","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-27","2022","08","3.8874955593","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-28","2022","08","4.1199821297","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-29","2022","08","5.3441137246","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-30","2022","08","4.8455580891","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-31","2022","08","4.5005760451","NRSC VIC MODEL"
"Uttar Pradesh","Maharajganj","2022-08-01","2022","08","5.7902631396","NRSC VIC MODEL"
